city_id,city_name,item_id,item_name,lowest_price,highest_price,average_price,currency,contributors,data_points,toEur
6348,"Basel, Switzerland",110,"Apples (1kg), Markets",3.0,5.0,3.766666666666667,CHF,107,6,0.88
6348,"Basel, Switzerland",111,"Oranges (1kg), Markets",1.95,5.0,3.525,CHF,107,6,0.88
6348,"Basel, Switzerland",112,"Potato (1kg), Markets",2.0,4.5,2.3600000000000003,CHF,107,5,0.88
6348,"Basel, Switzerland",113,"Lettuce (1 head), Markets",1.2,4.0,2.2666666666666666,CHF,107,3,0.88
6348,"Basel, Switzerland",114,"Cappuccino (regular), Restaurants",4.0,6.0,5.09,CHF,107,20,0.88
6348,"Basel, Switzerland",115,"Rice (white), (1kg), Markets",2.0,5.0,3.5200000000000005,CHF,107,5,0.88
6348,"Basel, Switzerland",116,"Tomato (1kg), Markets",3.6,5.0,4.2,CHF,107,5,0.88
6348,"Basel, Switzerland",118,"Banana (1kg), Markets",2.5,4.0,3.1999999999999997,CHF,107,7,0.88
6348,"Basel, Switzerland",119,"Onion (1kg), Markets",2.0,5.0,2.8600000000000003,CHF,107,5,0.88
6348,"Basel, Switzerland",121,"Beef Round (1kg) (or Equivalent Back Leg Red Meat), Markets",35.0,100.0,46.0,CHF,107,3,0.88
6349,"Bern, Switzerland",1,"Meal, Inexpensive Restaurant, Restaurants",17.0,25.0,20.0,CHF,69,12,0.88
6349,"Bern, Switzerland",2,"Meal for 2 People, Mid-range Restaurant, Three-course, Restaurants",80.0,100.0,100.0,CHF,69,9,0.88
6349,"Bern, Switzerland",3,"McMeal at McDonalds (or Equivalent Combo Meal), Restaurants",12.0,17.0,14.0,CHF,69,12,0.88
6349,"Bern, Switzerland",4,"Domestic Beer (0.5 liter draught), Restaurants",5.5,7.0,6.0,CHF,69,11,0.88
6349,"Bern, Switzerland",5,"Imported Beer (0.33 liter bottle), Restaurants",5.0,7.0,6.0,CHF,69,8,0.88
6349,"Bern, Switzerland",6,"Coke/Pepsi (0.33 liter bottle), Restaurants",4.0,4.5,4.25,CHF,69,8,0.88
6349,"Bern, Switzerland",7,"Water (0.33 liter bottle) , Restaurants",1.0,4.5,3.409090909090909,CHF,69,11,0.88
6349,"Bern, Switzerland",8,"Milk (regular), (1 liter), Markets",1.2,1.75,1.4249999999999998,CHF,69,8,0.88
6349,"Bern, Switzerland",9,"Loaf of Fresh White Bread (500g), Markets",1.3,3.0,2.275,CHF,69,6,0.88
6349,"Bern, Switzerland",11,"Eggs (regular) (12), Markets",3.6,8.0,5.766666667214666,CHF,69,6,0.88
6349,"Bern, Switzerland",12,"Local Cheese (1kg), Markets",22.0,26.0,23.875,CHF,69,4,0.88
6349,"Bern, Switzerland",13,"Water (1.5 liter bottle), Markets",0.3,1.8,1.2583333333333333,CHF,69,6,0.88
6349,"Bern, Switzerland",14,"Bottle of Wine (Mid-Range), Markets",12.0,18.0,12.0,CHF,69,5,0.88
6349,"Bern, Switzerland",15,"Domestic Beer (0.5 liter bottle), Markets",1.0,1.95,1.44,CHF,69,5,0.88
6349,"Bern, Switzerland",16,"Imported Beer (0.33 liter bottle), Markets",1.4,3.9,1.75,CHF,69,2,0.88
6349,"Bern, Switzerland",17,"Cigarettes 20 Pack (Marlboro), Markets",8.0,8.5,8.5,CHF,69,5,0.88
6349,"Bern, Switzerland",18,"One-way Ticket (Local Transport), Transportation",2.6,4.6,3.5,CHF,69,15,0.88
6349,"Bern, Switzerland",19,"Chicken Breasts (Boneless, Skinless), (1kg), Markets",18.0,35.0,28.666666666666668,CHF,69,3,0.88
6349,"Bern, Switzerland",20,"Monthly Pass (Regular Price), Transportation",79.0,100.0,79.0,CHF,69,9,0.88
6349,"Bern, Switzerland",24,"Gasoline (1 liter), Transportation",1.5,1.7,1.6033333333333333,CHF,69,9,0.88
6349,"Bern, Switzerland",25,"Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car), Transportation",25000.0,32000.0,28500.0,CHF,69,2,0.88
6349,"Bern, Switzerland",26,"Apartment (1 bedroom) in City Centre, Rent Per Month",800.0,1400.0,1037.0833333333333,CHF,69,12,0.88
6349,"Bern, Switzerland",27,"Apartment (1 bedroom) Outside of Centre, Rent Per Month",700.0,1100.0,856.6666666666666,CHF,69,9,0.88
6349,"Bern, Switzerland",28,"Apartment (3 bedrooms) in City Centre, Rent Per Month",1600.0,2500.0,2181.818181818182,CHF,69,11,0.88
6349,"Bern, Switzerland",29,"Apartment (3 bedrooms) Outside of Centre, Rent Per Month",1300.0,2200.0,1645.4545454545455,CHF,69,11,0.88
6349,"Bern, Switzerland",30,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment, Utilities (Monthly)",78.46153846153847,364.2857142857143,189.50549450549448,CHF,69,7,0.88
6349,"Bern, Switzerland",32,"1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans), Utilities (Monthly)",0.29,0.3,0.29833333333333334,CHF,69,6,0.88
6349,"Bern, Switzerland",33,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL), Utilities (Monthly)",39.0,69.0,51.77777777777778,CHF,69,9,0.88
6349,"Bern, Switzerland",40,"Fitness Club, Monthly Fee for 1 Adult, Sports And Leisure",35.0,150.0,70.26666666666668,CHF,69,10,0.88
6349,"Bern, Switzerland",42,"Tennis Court Rent (1 Hour on Weekend), Sports And Leisure",36.0,50.0,45.0,CHF,69,2,0.88
6349,"Bern, Switzerland",44,"Cinema, International Release, 1 Seat, Sports And Leisure",18.0,20.0,18.0,CHF,69,14,0.88
6349,"Bern, Switzerland",60,"1 Pair of Jeans (Levis 501 Or Similar), Clothing And Shoes",69.0,150.0,104.4,CHF,69,10,0.88
